pid,name,category,description,price,rating,brand
P011208,Routledge Personal Portfolio Book Plus,Personal Finance,personal portfolio book by Routledge. Features waterproof protection and 360-degree coverage. Ideal for outdoor adventures and outdoor adventures. Rated 4.5+ stars by thousands.,948.32,4.4,Routledge
P011209,Gregory Foldable Trekking Poles X,Travel & Outdoors,Experience advanced technology with the Gregory foldable trekking poles. Designed for creative projects and travel and commuting. Rated 4.5+ stars by thousands.,581.56,4.1,Gregory
P011210,Samsonite Foldable Luggage,Travel & Outdoors,The Samsonite foldable luggage delivers multi-device compatibility with whisper-quiet operation. Perfect for home workouts. Free returns within 30 days.,1608.32,4.6,Samsonite
P011211,Gregory Smart Trekking Poles Elite,Travel & Outdoors,"smart trekking poles by Gregory. Features fast performance and superior build quality. Ideal for professionals and experts and long sessions. Loved by 50,000+ buyers.",278.56,4.6,Gregory
P011212,Sakura Student Sketchbook Max,Art & Design,"The Sakura student sketchbook delivers advanced technology with compact form factor. Perfect for professionals and experts. Loved by 50,000+ buyers.",610.48,4.2,Sakura
P011213,Armor All Portable Polish Kit,Automotive,The Armor All portable polish kit delivers advanced technology with eco-friendly materials. Perfect for home workouts. Award-winning design.,817.79,4.3,Armor All
P011214,Penguin Guided Savings Log V2,Personal Finance,"The Penguin guided savings log delivers advanced technology with premium materials. Perfect for athletes and enthusiasts. Loved by 50,000+ buyers.",295.77,4.2,Penguin
P011215,Cuisinart Non-Stick Blender Max,Kitchen & Cooking,The Cuisinart non-stick blender delivers 360-degree coverage with adjustable fit. Perfect for creative projects. Backed by a 2-year warranty.,897.59,3.4,Cuisinart
P011216,Furminator Durable Harness V2,Pet Care,Experience ergonomic design with the Furminator durable harness. Designed for outdoor adventures and professional work. Rated 4.5+ stars by thousands.,1702.51,4.4,Furminator
P011217,Theragun Clinical Probiotic Max,Health & Wellness,Experience compact form factor with the Theragun clinical probiotic. Designed for travel and commuting and professional work. Backed by a 2-year warranty.,1082.36,4.6,Theragun
P011218,Wiley Undated Budget Planner Lite,Personal Finance,undated budget planner by Wiley. Features eco-friendly materials and ergonomic design. Ideal for long sessions and professional work. Ships same day.,2301.75,3.5,Wiley
P011219,Guess Casual Leather Belt SE,Fashion & Accessories,The Guess casual leather belt delivers ultra-lightweight construction with fast performance. Perfect for athletes and enthusiasts. Ships same day.,2404.23,3.7,Guess
P011220,SteelSeries Pro LED Strip Lite,Gaming,pro led strip by SteelSeries. Features ergonomic design and smart connectivity. Ideal for professional work and home workouts. Ships same day.,584.61,4.5,SteelSeries
P011221,Nike Power Running Shoes,Sports & Fitness,The Nike power running shoes delivers advanced technology with waterproof protection. Perfect for everyday use. Backed by a 2-year warranty.,919.23,3.1,Nike
P011222,LG Nano Router,Electronics,nano router by LG. Features smart connectivity and precision engineering. Ideal for professional work and students and beginners. Trusted by professionals.,1928.35,4.6,LG
P011223,Instant Pot Cast Iron Blender,Kitchen & Cooking,Experience advanced technology with the Instant Pot cast iron blender. Designed for professionals and experts and professional work. Award-winning design.,748.46,3.8,Instant Pot
P011224,KitchenAid Cast Iron Knife Set X,Kitchen & Cooking,Experience eco-friendly materials with the KitchenAid cast iron knife set. Designed for travel and commuting and travel and commuting. Backed by a 2-year warranty.,2198.12,2.9,KitchenAid
P011225,Elgato Ultra Controller Pro,Gaming,"ultra controller by Elgato. Features fast performance and eco-friendly materials. Ideal for students and beginners and everyday use. Loved by 50,000+ buyers.",2043.38,3.8,Elgato
P011226,Deuter Waterproof Neck Pillow,Travel & Outdoors,Experience multi-device compatibility with the Deuter waterproof neck pillow. Designed for students and beginners and professional work. Ships same day.,589.89,4.2,Deuter
P011227,Roland Studio Ukulele,Music & Instruments,"Experience precision engineering with the Roland studio ukulele. Designed for professional work and travel and commuting. Loved by 50,000+ buyers.",2148.64,5.0,Roland
P011228,Faber-Castell Professional Colour Pencils Plus,Art & Design,Experience fast performance with the Faber-Castell professional colour pencils. Designed for students and beginners and students and beginners. Trusted by professionals.,2203.93,4.7,Faber-Castell
P011229,Prismacolor Artist-Grade Pastel Set Elite,Art & Design,"artist-grade pastel set by Prismacolor. Features superior build quality and long-lasting durability. Ideal for everyday use and creative projects. Loved by 50,000+ buyers.",1627.75,4.2,Prismacolor
P011230,Routledge Structured Tax Organiser,Personal Finance,"structured tax organiser by Routledge. Features fast performance and multi-device compatibility. Ideal for professional work and home workouts. Loved by 50,000+ buyers.",728.63,4.8,Routledge
P011231,Wacom Portable Colour Pencils SE,Art & Design,Experience advanced technology with the Wacom portable colour pencils. Designed for athletes and enthusiasts and professional work. Award-winning design.,2412.21,4.5,Wacom
P011232,Lowepro Carbon Fibre Memory Card SE,Photography,Experience ultra-lightweight construction with the Lowepro carbon fibre memory card. Designed for students and beginners and long sessions. Free returns within 30 days.,1074.45,4.8,Lowepro
P011233,Levi's Luxe Sunglasses,Fashion & Accessories,"luxe sunglasses by Levi's. Features eco-friendly materials and easy setup. Ideal for everyday use and students and beginners. Loved by 50,000+ buyers.",640.74,4.4,Levi's
P011234,Full Focus Undated Savings Log X,Personal Finance,undated savings log by Full Focus. Features easy setup and 360-degree coverage. Ideal for travel and commuting and athletes and enthusiasts. Award-winning design.,1357.2,4.0,Full Focus
P011235,Hyperice Daily Probiotic Elite,Health & Wellness,daily probiotic by Hyperice. Features advanced technology and fast performance. Ideal for everyday use and long sessions. Free returns within 30 days.,419.04,3.7,Hyperice
P011236,3M Professional Polish Kit Pro,Automotive,The 3M professional polish kit delivers 360-degree coverage with easy setup. Perfect for travel and commuting. Trusted by professionals.,1607.11,3.2,3M
P011237,Penguin Weekly Savings Log Pro,Personal Finance,Experience precision engineering with the Penguin weekly savings log. Designed for creative projects and long sessions. Backed by a 2-year warranty.,949.43,4.1,Penguin
P011238,WeatherTech Heavy-Duty Car Charger Lite,Automotive,"Experience compact form factor with the WeatherTech heavy-duty car charger. Designed for everyday use and professionals and experts. Loved by 50,000+ buyers.",1224.1,4.6,WeatherTech
P011239,Cuisinart Stainless Coffee Maker Pro,Kitchen & Cooking,Experience whisper-quiet operation with the Cuisinart stainless coffee maker. Designed for creative projects and long sessions. Award-winning design.,716.87,4.3,Cuisinart
P011240,Casio Professional Violin Max,Music & Instruments,professional violin by Casio. Features adjustable fit and ultra-lightweight construction. Ideal for creative projects and everyday use. Ships same day.,1871.8,4.3,Casio
P011241,MSI Precision Monitor Elite,Gaming,Experience eco-friendly materials with the MSI precision monitor. Designed for outdoor adventures and professional work. Ships same day.,2451.23,5.0,MSI
P011242,Korg Wireless Microphone Lite,Music & Instruments,The Korg wireless microphone delivers waterproof protection with premium materials. Perfect for travel and commuting. Backed by a 2-year warranty.,2020.9,3.6,Korg
P011243,Ruffwear Ergonomic Pet Bed X,Pet Care,ergonomic pet bed by Ruffwear. Features premium materials and fast performance. Ideal for outdoor adventures and travel and commuting. Award-winning design.,2239.81,3.5,Ruffwear
P011244,Wonderchef Ceramic Pressure Cooker SE,Kitchen & Cooking,Experience eco-friendly materials with the Wonderchef ceramic pressure cooker. Designed for professionals and experts and athletes and enthusiasts. Rated 4.5+ stars by thousands.,1007.89,4.1,Wonderchef
P011245,Fender Studio Microphone,Music & Instruments,studio microphone by Fender. Features premium materials and adjustable fit. Ideal for athletes and enthusiasts and professional work. Award-winning design.,1257.92,4.7,Fender
P011246,Chemical Guys Portable Tyre Inflator,Automotive,Experience compact form factor with the Chemical Guys portable tyre inflator. Designed for professional work and professionals and experts. Rated 4.5+ stars by thousands.,1164.06,4.3,Chemical Guys
P011247,Lowepro Foldable Reflector V2,Photography,The Lowepro foldable reflector delivers precision engineering with waterproof protection. Perfect for outdoor adventures. Backed by a 2-year warranty.,123.19,3.7,Lowepro
P011248,Corsair 4K Headphones V2,Electronics,4k headphones by Corsair. Features waterproof protection and smart connectivity. Ideal for outdoor adventures and athletes and enthusiasts. Backed by a 2-year warranty.,2141.2,4.0,Corsair
P011249,Garmin Core Dumbbell Set Max,Sports & Fitness,core dumbbell set by Garmin. Features long-lasting durability and compact form factor. Ideal for creative projects and home workouts. Backed by a 2-year warranty.,873.59,5.0,Garmin
P011250,Routledge Complete Memoir,Books & Education,Experience whisper-quiet operation with the Routledge complete memoir. Designed for home workouts and professionals and experts. Ships same day.,2425.08,5.0,Routledge
P011251,Tommy Vintage Loafers,Fashion & Accessories,The Tommy vintage loafers delivers adjustable fit with waterproof protection. Perfect for travel and commuting. Award-winning design.,2282.89,2.9,Tommy
P011252,Pearson Illustrated Memoir SE,Books & Education,The Pearson illustrated memoir delivers fast performance with fast performance. Perfect for outdoor adventures. Ships same day.,2090.86,3.8,Pearson
P011253,Away Waterproof Trekking Poles,Travel & Outdoors,waterproof trekking poles by Away. Features ergonomic design and advanced technology. Ideal for creative projects and professional work. Ships same day.,1025.06,4.4,Away
P011254,Yamaha Studio Violin Max,Music & Instruments,The Yamaha studio violin delivers 360-degree coverage with ergonomic design. Perfect for professionals and experts. Ships same day.,1723.08,3.2,Yamaha
P011255,doTERRA Advanced Diffuser Lite,Health & Wellness,The doTERRA advanced diffuser delivers compact form factor with compact form factor. Perfect for everyday use. Ships same day.,556.97,5.0,doTERRA
P011256,Dabur Premium Massage Gun V2,Health & Wellness,Experience fast performance with the Dabur premium massage gun. Designed for outdoor adventures and students and beginners. Award-winning design.,1925.53,4.1,Dabur
P011257,Philips Stainless Stand Mixer X,Kitchen & Cooking,stainless stand mixer by Philips. Features ultra-lightweight construction and ultra-lightweight construction. Ideal for everyday use and everyday use. Backed by a 2-year warranty.,306.09,5.0,Philips
P011258,Hoya Waterproof Reflector Elite,Photography,waterproof reflector by Hoya. Features fast performance and ergonomic design. Ideal for professional work and professionals and experts. Rated 4.5+ stars by thousands.,2153.55,3.4,Hoya
P011259,Tommy Bold Leather Belt,Fashion & Accessories,Experience superior build quality with the Tommy bold leather belt. Designed for travel and commuting and long sessions. Award-winning design.,95.94,3.4,Tommy
P011260,Chemical Guys Universal Car Vacuum V2,Automotive,The Chemical Guys universal car vacuum delivers precision engineering with precision engineering. Perfect for outdoor adventures. Free returns within 30 days.,1156.13,4.0,Chemical Guys
P011261,Coach Bold Cap X,Fashion & Accessories,The Coach bold cap delivers adjustable fit with whisper-quiet operation. Perfect for creative projects. Ships same day.,134.97,3.7,Coach
